protein-water,protein-carbon,hydrogen bond (long-range),pi-pi (long-range),disorder (long),K-Beta similarity,disorder (short),electrostatic (short-range),8-feature sum
-25,-21,-39,-96,-164,-60,-80,-5,-490
10,21,-9,-4,-14,17,6,34,61
-14,16,-39,-47,-19,-35,-42,3,-177
2,6,-37,-83,-142,-99,-77,-22,-452
-1,11,-18,-92,-122,-76,-92,-38,-428
0,-12,-30,-58,-85,-66,-61,-24,-336
-11,-5,-23,-67,-31,-2,-32,20,-151
-22,4,-13,-54,-33,-23,-31,-16,-188
39,-9,-25,-60,-136,-94,-76,-31,-392
-30,-6,-6,-55,-79,-12,-39,43,-184
-32,-25,-9,-45,-46,-8,-35,-16,-216
-33,-28,-33,-73,-91,-39,-67,-4,-368
-25,10,-51,-89,-86,-51,-57,-29,-378
-29,-26,-49,-84,-74,-48,-73,-10,-393
-19,-25,-12,-25,-36,-13,-21,12,-139
11,-16,-23,-81,-113,-81,-94,-43,-440
-23,-12,-25,-56,-62,-48,-54,-20,-300
-10,-14,-27,-40,-56,-27,-36,-28,-238
-26,-19,-39,-68,-89,-42,-66,-42,-391
-45,-5,-64,-109,-30,-38,-55,-21,-367
9,16,-9,-76,-31,-35,-37,19,-144
6,3,-36,-48,-70,-63,-58,-69,-335
8,13,-2,-58,-72,-43,-48,13,-189
18,-17,-27,-25,-58,-50,-47,-32,-238
-24,4,-18,-45,-19,-11,-15,4,-124
-9,-18,-37,-30,-68,-22,-77,24,-237
-5,-8,-15,1,-8,9,-4,18,-12
-7,1,-37,-106,-125,-107,-69,-61,-511
-3,26,-22,-32,-11,-6,-16,-6,-70
-7,-19,-42,-80,-98,-40,-60,-28,-374
-35,-40,-38,-84,-56,-30,-48,4,-327
1,15,4,-55,-40,6,-13,39,-43
-68,27,-85,-188,-117,-121,-124,-9,-685
-28,-5,-33,-61,-18,-31,-32,-20,-228
3,2,3,-25,-54,-25,-13,-32,-141
-29,6,-31,-56,-45,-10,-26,-7,-198
-8,17,-38,-62,-22,-34,-26,-33,-206
-3,38,-41,-77,-59,-56,-66,3,-261
-11,6,-20,-38,-49,-26,-37,-17,-192
-7,-23,-45,-59,-83,-49,-47,-18,-331
-13,0,-33,-41,-35,-39,-49,-18,-228
1,-19,-12,-46,-5,-17,-28,25,-101
-2,5,-19,-60,-50,-40,-32,-34,-232
30,13,-46,-83,-165,-122,-123,-60,-556
14,-5,-16,-76,-120,-56,-69,-26,-354
-34,1,-30,-70,-53,-19,-28,-3,-236
-45,3,-49,-71,-50,-15,-39,0,-266
-25,-9,-22,-47,-60,-26,-31,3,-217
-18,19,-30,-75,-54,-20,-39,-30,-247
-42,1,-53,-71,-24,-24,-28,16,-225
-23,-5,-28,-34,-14,-13,-24,-32,-173
-18,-1,-22,-59,-38,-37,-45,5,-215
-66,16,-81,-176,-102,-103,-142,-12,-666
7,25,-48,-102,-87,-101,-77,-73,-456
2,20,-42,-95,-105,-125,-81,-73,-499
6,-14,-11,-73,-104,-69,-45,-3,-313
-28,-18,-32,-63,-82,-65,-62,-13,-363
0,15,-24,-46,-71,-29,-31,-5,-191
4,0,-10,-37,-54,-41,-15,-13,-166
-14,-8,-16,-26,-54,-3,-7,3,-125
-22,9,-23,-64,-49,-33,-49,-34,-265
-14,5,-33,-75,-29,-24,-42,-5,-217
-4,21,-56,-98,-50,-58,-63,15,-293
-13,22,-24,-70,-72,-21,-66,6,-238
-3,-1,-1,12,-50,18,-23,16,-32
-6,5,-7,-67,-18,-45,-26,-14,-178
18,15,-9,-16,-71,-40,-29,-40,-172
1,2,-3,-30,-56,-16,-29,-25,-156
-10,5,-8,-62,-69,-46,-48,-4,-242
2,2,-15,-27,-51,-42,-40,-8,-179
19,1,-22,-23,-64,-39,-32,-29,-189
42,8,-6,-24,-144,-61,-47,0,-232
7,4,-15,-62,-36,-52,-61,-12,-227
-13,-36,-31,-78,-145,-79,-69,-27,-478
71,31,20,22,-89,-26,-40,38,27
10,-46,-34,-86,-155,-147,-104,-69,-631
-17,-27,-19,-43,-56,-37,-49,-32,-280
23,-14,-18,-29,-90,-86,-44,-55,-313
-74,-23,-66,-155,-190,-55,-98,-27,-688
10,12,-15,-23,-32,-34,-40,-4,-126
-5,1,-62,-95,-89,-60,-58,-39,-407
12,23,-9,-36,-53,-15,-14,-6,-98
-14,-1,-23,-48,-65,-51,-36,-3,-241
-24,-17,-34,-71,-74,-36,-60,-15,-331
-12,9,-16,-69,-63,-60,-50,11,-250
7,-6,-36,-58,-79,-57,-36,-23,-288
-18,1,-17,-46,-57,-12,-39,-4,-192
-1,34,-16,-43,-35,-28,-33,14,-108
-30,15,-43,-107,-99,-69,-69,-14,-416
-46,-10,-60,-133,-132,-76,-80,-17,-554
-45,-8,-59,-120,-125,-55,-69,-12,-493
-32,-28,-21,-46,-56,4,-35,14,-200
8,0,-50,-63,-127,-94,-83,-68,-477
-15,0,-17,-37,-50,-24,-16,8,-151
-36,8,-66,-120,-94,-62,-86,-32,-488
-22,-1,-51,-75,-68,-62,-63,-8,-350
69,4,6,-24,-179,-128,-86,-59,-397
-18,1,-28,-63,-79,-5,-28,8,-212
-37,-6,-25,-66,-111,-32,-64,28,-313
21,2,-6,-9,-105,-46,-48,-17,-208
-9,-25,-34,-81,-107,-66,-75,-12,-409
-45,-52,-42,-76,-87,-27,-39,14,-354
-20,23,-41,-69,-37,-41,-54,-46,-285
-32,-11,-19,-66,-44,-24,-29,4,-221
7,25,-22,-41,-86,0,-43,4,-156
9,1,-51,-27,-163,-96,-129,-70,-526
-22,-26,-18,-31,-24,-11,-11,0,-143
0,-30,-43,-56,-101,-59,-53,-28,-370
-28,14,-30,-56,-23,-7,-22,-11,-163
-9,17,-50,-59,-114,-55,-81,5,-346
-8,-6,-21,-23,-12,-12,-6,-11,-99
-2,7,-9,-72,-66,-51,-55,13,-235
-44,-11,-48,-100,-96,-69,-90,-8,-466
-68,-13,-26,-134,-111,-58,-46,-6,-462
13,-11,-36,-110,-224,-123,-91,-33,-615
-10,-18,-39,-50,-62,-48,-64,-26,-317
-8,-13,-13,-49,-85,-53,-45,-32,-298
-8,-2,-29,-29,-30,-19,-38,5,-150
8,-6,-11,-35,-104,-69,-55,-30,-302
-3,-8,-2,-20,-21,-3,-5,8,-54
5,7,4,-26,-61,-42,-12,9,-116
-16,-24,-23,-41,-38,-9,-28,9,-170
-16,7,-16,-36,-50,-31,-37,17,-162
1,17,3,-14,-27,26,-10,24,20
2,0,-8,-39,-68,-57,-55,-26,-251
-23,-4,-39,-42,-33,-19,-30,-5,-195
-16,6,-27,-60,-88,-73,-54,-15,-327
-11,29,-15,-36,-20,-22,-5,17,-63
1,11,-17,-25,-44,-16,-11,-7,-108
-13,24,-18,-43,-24,-23,-49,38,-108
20,-2,-13,-16,-91,-73,-57,-26,-258
-1,-1,-49,-96,-142,-84,-63,-14,-450
19,11,-43,-54,-77,-88,-65,-43,-340
12,20,0,-10,-27,-6,-8,30,11
-31,0,-8,-86,-107,-28,-58,-3,-321
59,0,11,-24,-192,-114,-138,-74,-472
15,10,-3,-3,-49,-31,-17,-9,-87
-3,43,-36,-76,-39,7,-39,10,-133
-4,-5,-12,-52,-68,-31,-19,-10,-201
-11,-20,-25,-35,-43,-30,-32,-4,-200
-16,-26,-30,-43,-85,-8,-38,0,-246
-2,19,-27,-71,-47,-47,-50,6,-219
-21,3,-24,-57,-57,-12,-33,13,-188
29,-1,-29,-30,-99,-88,-60,-70,-348
-12,8,-9,-41,-20,-27,-19,-13,-133
-14,6,-28,-33,-5,9,7,34,-24
22,-7,11,-12,-144,-41,-76,-2,-249
3,17,-15,-37,-42,-42,-37,-32,-185
-2,-11,-25,-35,-71,-38,-55,-40,-277
22,8,-7,-59,-117,-74,-76,-15,-318
3,-10,-15,-10,-29,-5,-9,-9,-84
20,-24,11,-13,-40,-11,-28,65,-20
-21,-21,-39,-60,-134,-48,-68,-5,-396
-3,-15,-55,-89,-131,-107,-88,-31,-519
26,-11,-31,-36,-119,-69,-48,-11,-299
-19,11,0,-25,-37,-27,-24,-7,-128
3,-7,-25,-24,-79,-18,-39,-19,-208
-72,-6,-114,-195,-158,-105,-99,-43,-792
46,4,-3,17,-98,-45,-59,44,-94
-53,25,-46,-118,-102,-31,-78,-54,-457
-30,-2,-67,-142,-131,-105,-82,-34,-593
2,10,-27,-30,-23,-1,7,5,-57
10,-9,-19,-20,-92,-53,-52,-27,-262
8,16,-41,-49,-120,-55,-90,35,-296
-33,6,-40,-60,-60,-15,-61,4,-259
54,0,-23,-59,-52,-96,-77,13,-240
-27,-9,-35,-43,-27,-3,-21,8,-157
27,30,-14,-35,-29,-35,-52,-37,-145
-16,11,-35,-86,-118,-78,-53,-4,-379
-22,15,-54,-157,-36,-62,-75,-73,-464
-28,13,-18,-50,-37,-11,-30,-19,-180
50,-15,-21,-68,-157,-114,-95,-59,-479
-71,22,-104,-168,-65,-66,-100,22,-530
-5,12,14,-33,-110,-48,-67,42,-195
10,12,-12,-30,-56,-2,-44,15,-107
-14,-31,-28,-73,-128,-25,-56,-10,-365
-16,16,3,-35,-20,-21,-6,29,-50
-45,-12,-40,-87,-68,-53,-52,-1,-358
-8,9,-31,-36,-38,-12,-36,-4,-156
6,32,0,-36,-54,-55,-51,31,-127
-31,15,-35,-65,-29,-35,-39,-4,-223
-15,3,-37,-55,-57,-26,-39,3,-223
85,22,-1,-27,-67,-78,-73,33,-106
-14,24,-19,-79,-86,-59,-34,2,-265
-16,-5,-34,-70,-51,-35,-35,-20,-266
-19,-10,-16,-20,-67,-50,-29,-17,-228
52,26,1,-58,-131,-78,-72,93,-167
-27,12,-60,-98,-70,-58,-71,-22,-394
1,-5,-4,-37,-66,-9,-26,-15,-161
0,7,-18,-57,-60,-40,-45,-2,-215
-3,16,-18,-47,-2,-17,-22,21,-72
41,5,30,31,-31,8,-52,41,73
6,-8,-6,-24,-42,-36,-35,-1,-146
7,-11,0,-44,-63,-17,-8,16,-120
94,-13,-13,-109,-307,-237,-163,-103,-851
3,1,-25,-6,-45,11,-16,33,-44
8,-12,-16,1,-37,-7,-20,25,-58
-9,-6,-19,-27,-27,-26,-33,2,-145
-17,-4,-15,-48,-33,-36,-30,-4,-187
6,31,-33,-40,-90,-23,-64,21,-192
70,18,-58,-137,-233,-199,-151,-149,-839
-2,8,-7,-67,-74,-75,-59,15,-261
18,-2,-27,-34,-47,-41,-31,-25,-189
20,27,-12,-48,-36,-10,-44,32,-71
-8,4,-33,-71,-65,-70,-59,-38,-340
-19,2,-27,-75,-28,-24,-33,-22,-226
-19,4,-7,-93,-107,-43,-81,-16,-362
24,-13,-21,-70,-140,-118,-49,-41,-428
-7,-10,-25,-37,-49,-32,-36,-22,-218
-12,-15,-9,-38,-45,-5,-17,-7,-148
9,-26,-40,-142,-182,-155,-116,-91,-743
-24,27,-20,-43,-47,-24,-40,-12,-183
-8,-20,-5,11,-41,-32,-17,24,-88
12,-15,-2,-20,-65,-52,-44,-20,-206
30,29,-17,-31,-70,-69,-71,-28,-227
-10,11,-11,-71,-72,-56,-49,-33,-291
-11,-49,-19,-87,-157,-108,-85,-28,-544
-23,7,-56,-103,-77,-49,-80,23,-358
2,5,-18,-38,-43,-33,-39,36,-128
31,10,-5,16,-34,-25,-21,2,-26
-10,-1,-16,-33,-45,-29,-16,-22,-172
-4,8,-32,-30,-62,7,-49,7,-155
-7,-4,-46,-113,-184,-65,-97,-24,-540
-9,-4,2,-38,-70,-7,-44,11,-159
-10,0,-13,-53,-24,-21,-22,20,-123
-20,20,-17,-57,-28,-23,-41,-10,-176
-28,-27,-21,-61,-49,-14,-27,33,-194
-24,7,-13,-25,-42,-29,-11,26,-111
-16,10,-28,-41,-35,-25,-21,0,-156
5,-1,-38,-111,-108,-108,-70,-64,-495
-14,4,-15,-47,-68,-40,-42,-7,-229
-34,15,-14,-99,-84,-68,-70,-30,-384
-19,21,-10,-40,-40,8,-27,32,-75
2,-12,-16,-42,-107,-81,-59,-18,-333
-6,-28,-9,-49,-106,-38,-30,-7,-273
-7,-7,-11,-29,-29,-20,-24,-1,-128
-31,-22,-43,-85,-73,-37,-38,43,-286
-4,9,-23,-41,-48,-12,-32,15,-136
0,3,-45,-48,-74,-6,-32,-36,-238
-31,-8,-67,-122,-54,-24,-42,32,-316
13,9,-5,-129,-276,-160,-130,-83,-761
-53,-2,-65,-188,-180,-143,-152,-33,-816
13,12,-21,-34,-53,-53,-46,-32,-214
0,5,-13,-22,-44,-25,-20,13,-106
3,4,-12,-31,-65,-46,-42,-25,-214
10,-10,-36,-92,-195,-124,-74,-60,-581
-54,-19,-66,-188,-127,-138,-192,-54,-838
23,21,-6,4,-47,-4,-68,42,-35
0,21,-23,-44,-71,-73,-57,11,-236
8,9,-30,-66,-18,-53,-34,-21,-205
12,-13,-6,-48,-94,-87,-51,-7,-294
-62,-2,-84,-207,-167,-111,-134,-17,-784
11,20,-23,-59,-50,-48,-44,1,-192
-15,2,-32,-45,-6,-14,-11,0,-121
-7,1,-17,-46,-83,-74,-56,-50,-332
-1,-10,-17,-18,-62,-53,-50,-11,-222
-39,-12,-28,-54,-18,-15,-18,5,-179
-33,-24,-54,-114,-104,-86,-88,-32,-535
-60,-9,-119,-109,-92,-36,-83,10,-498
-17,-1,-25,-47,-39,-46,-53,-30,-258
-37,-46,-40,-56,-57,-29,-28,12,-281
3,-1,-5,-70,-88,-86,-47,-35,-329
49,-11,-7,-74,-286,-173,-116,-78,-696
2,-15,-21,-97,-107,-103,-67,-55,-463
-4,-21,-16,-22,-28,-15,-48,10,-144
-10,-4,-20,-60,-55,-51,-33,-29,-262
24,-21,3,-32,-133,-91,-61,-39,-350
-3,-1,-26,-59,-34,-56,-49,7,-221
1,9,-11,-26,-35,7,-8,25,-38
-29,32,-68,-116,-25,-55,-52,-34,-347
-70,-33,-78,-156,-106,-80,-106,4,-625
-6,-48,-5,-55,-46,-23,-47,29,-201
-31,-18,-51,-92,-96,-62,-73,7,-416
133,20,61,59,-202,-101,-149,55,-124
-39,24,-65,-84,-47,-30,-39,-27,-307
-83,-11,-176,-335,-239,-220,-275,-104,-1443
15,7,-34,-40,-63,-29,-50,-39,-233
-12,-4,-17,-40,-51,-25,-19,26,-142
-22,2,-30,-47,-37,-32,-12,11,-167
-7,11,-10,-45,-11,-7,-10,21,-58
-34,-1,-27,-90,-67,-37,-49,-33,-338
46,17,-31,-66,-219,-174,-122,-58,-607
9,10,-14,-115,-128,-138,-87,-89,-552
-36,10,-35,-104,-48,-29,-24,-9,-275
-32,-29,-26,-110,-89,-77,-84,-5,-452
-32,-33,-21,-53,-36,-28,-37,-12,-252
-18,-25,-25,-47,-45,-22,-35,13,-204
26,-7,-13,-16,-120,-72,-75,-55,-332
-57,-39,-87,-130,-127,-95,-124,-33,-692
11,-43,5,-26,-100,-60,-71,27,-257
3,40,-21,-41,-62,6,-26,38,-63
1,49,-13,-52,-30,-11,-12,75,7
28,19,-16,-84,-153,-40,-49,-4,-299
25,28,-46,-159,-221,-161,-128,-54,-716
-13,0,-31,-75,-89,-40,-44,10,-282
-45,-29,-42,-95,-71,-24,-72,-10,-388
3,-16,-13,-10,-79,-45,-45,-25,-230
-9,-22,-5,-50,-62,-50,-28,-19,-245
11,15,1,-29,-67,4,-38,77,-26
-11,17,-3,-29,-13,-14,-13,9,-57
-31,33,-96,-109,-63,-16,-56,-1,-339
18,10,-22,-83,-196,-93,-91,-77,-534
-17,-23,-26,-75,-108,-60,-62,-48,-419
-20,24,-8,-61,-26,-6,-21,10,-108
44,18,-29,-31,-84,-74,-60,-75,-291
10,-14,-11,-66,-133,-81,-56,-43,-394
-35,-16,-40,-84,-49,-32,-51,-17,-324
-20,-1,-39,-83,-50,-12,-36,-15,-256
-54,-50,-55,-130,-195,-64,-85,-21,-654
-17,4,-19,-49,-51,-8,-24,-13,-177
-22,-3,-23,-51,-62,11,-38,-2,-190
-8,2,-34,-69,-61,-55,-49,-59,-333
-30,-23,-18,-34,-79,6,-22,0,-200
33,11,-48,-56,-88,-69,-55,-59,-331
4,-9,-26,-52,-112,-68,-55,-23,-341
-57,-8,-57,-132,-48,-34,-74,-33,-443
58,24,-11,-32,-90,-105,-67,-89,-312
-34,-11,-36,-76,-55,-21,-38,-32,-303
58,18,-46,-90,-147,-166,-110,-134,-617
19,8,-27,-23,-89,-71,-70,-15,-268
-14,-1,-20,-48,-63,25,-13,22,-112
-78,-13,-46,-105,-85,-42,-68,-14,-451
0,3,-24,-113,-124,-118,-85,-53,-514
-12,-17,-22,-94,-181,-66,-118,39,-471
-30,14,-36,-62,-45,-40,-33,-3,-235
-9,2,-21,-39,-21,-27,-33,-6,-154
14,10,-13,-42,-136,-31,-69,-28,-295
-29,-27,-30,-78,-94,-49,-69,-29,-405
-13,-64,-28,-55,-144,-55,-112,19,-452
-9,6,-4,-30,-11,-3,-7,1,-57
14,40,-10,-30,4,-34,-35,-24,-75
75,37,0,-8,-72,-5,-53,152,126
43,28,-9,-48,-101,-53,-45,7,-178
29,-28,-20,-36,-137,-98,-93,-34,-417
-19,12,-13,-101,-108,-39,-53,0,-321
0,17,-1,-65,-97,-30,-58,71,-163
-8,5,-24,-35,-44,-29,-38,-11,-184
13,-3,1,-15,-132,-42,-47,-31,-256
18,-3,-11,-17,-51,-54,-32,-50,-200
11,1,-31,-51,-88,-76,-65,-49,-348
35,-4,-5,-30,-134,-93,-81,-89,-401
-21,3,-35,-72,-84,-70,-51,-48,-378
1,-9,-38,-110,-157,-75,-110,-43,-541
-24,-6,-22,-55,-46,-19,-42,-17,-231
9,38,-59,-99,-75,-100,-61,-92,-439
14,0,-21,-48,-78,-68,-45,-34,-280
11,-2,-2,-21,-76,-1,-30,-5,-126
15,-2,-24,-32,-102,-37,-53,-24,-259
-14,-17,-21,-44,-120,-46,-95,34,-323
15,5,-15,-30,-44,-45,-29,-12,-155
-35,-8,-43,-83,-73,-17,-50,-24,-333
-27,21,-53,-101,-57,-33,-50,4,-296
-69,-26,-42,-85,-80,-26,-60,6,-382
32,-12,-27,-58,-139,-107,-58,-77,-446
-70,-10,-80,-192,-112,-32,-104,38,-562
-59,0,-144,-274,-309,-142,-210,-34,-1172
-8,3,-63,-120,-135,-113,-127,-45,-608
13,-19,10,19,-28,0,-32,63,26
-36,-6,-42,-120,-113,-55,-80,-31,-483
-49,-34,-17,-80,-128,-43,-90,-25,-466
-7,-38,-48,-71,-71,-44,-77,-32,-388
79,78,74,13,-192,-37,-114,21,-78
-48,-11,-35,-85,-79,-19,-62,-16,-355
46,16,-21,-52,-171,-114,-77,-57,-430
4,8,-3,-4,-20,5,-12,47,25
35,26,-13,-35,-110,-71,-87,-50,-305
-16,11,-20,-49,-32,-32,-28,-17,-183
12,-40,-32,-38,-125,-79,-50,5,-347
15,2,-40,-59,-110,-76,-54,-56,-378
16,-6,-27,-35,-82,-57,-30,-16,-237
38,20,-29,-58,-113,-112,-74,-97,-425
-2,-23,-35,-89,-157,-109,-98,-66,-579
2,-9,-13,-57,-155,-54,-75,-11,-372
-28,3,-32,-76,-62,-19,-67,-17,-298
-3,-6,-15,-28,-46,-32,-30,3,-157
44,34,10,15,-67,-40,-30,17,-17
-77,-48,-53,-223,-198,-91,-98,-35,-823
-51,-2,-61,-142,-111,-47,-83,-34,-531
31,-11,13,6,-107,-39,-43,-24,-174
-26,-22,-21,-76,-96,-37,-64,3,-339
-9,-4,-41,-99,-50,-54,-48,29,-276
13,-1,2,-16,-31,-31,-24,-31,-119
-14,-17,-16,-39,-34,-26,-51,-21,-218
-10,-15,-18,-34,-61,-39,-47,-33,-257
-58,-15,-34,-140,-100,-57,-63,-15,-482
-25,-3,-44,-84,-70,-52,-44,-22,-344
34,3,-2,-30,-151,-93,-76,-43,-358
-26,2,-19,-55,-36,-26,-39,-29,-228
-11,15,-31,-49,-43,-27,-39,0,-185
-22,4,-34,-86,-81,-80,-71,-16,-386
4,19,-6,-22,-25,-5,-25,29,-31
-10,6,-14,-54,-30,-37,-37,14,-162
0,-12,-1,-26,-78,-40,-46,-3,-206
-95,-37,-107,-157,-113,-27,-83,7,-612
27,45,-18,-92,-129,-87,-63,11,-306
-78,-31,-48,-129,-81,-9,-57,-11,-444
47,8,1,18,-58,-17,-18,-12,-31
109,11,-8,-60,-245,-197,-97,-90,-577
19,32,-45,-133,-163,-160,-101,-119,-670
-18,-21,-30,-43,-106,-49,-54,-18,-339
0,21,-15,-21,-37,-26,-24,12,-90
-15,1,5,-32,-22,-1,-10,-9,-83
-7,7,-15,-68,-123,-68,-60,-14,-348
-34,-1,-61,-92,-65,-21,-85,-2,-361
18,0,-17,-50,-77,-60,-52,30,-208
-59,4,-61,-184,-194,-143,-169,-15,-821
-16,8,-34,-51,-35,-28,-17,-16,-189
-9,-4,-7,-17,-65,-28,-33,7,-156
-14,20,-36,-85,-97,-39,-62,-33,-346
-58,-15,-49,-84,-48,-20,-45,-32,-351
-9,1,-18,-49,-66,-66,-39,-10,-256
-43,-22,-26,-43,-65,-44,-55,11,-287
0,-49,-19,-35,-87,-62,-56,-27,-335
14,-22,-32,-30,-136,-84,-85,-58,-433
18,17,-25,-48,-69,-65,-58,-63,-293
-21,14,-19,-41,-59,-1,-26,-1,-154
-36,19,-28,-78,-31,-19,-39,1,-211
-16,-9,-24,-79,-72,-10,-22,27,-205
-19,2,-36,-79,-21,-30,-40,-11,-234
3,13,-18,-54,-64,-43,-48,-31,-242
12,0,-1,-45,-111,-66,-28,19,-220
-4,20,6,-52,-103,-52,-58,12,-231
11,-1,-14,-41,-75,-46,-60,5,-221
-24,-15,-43,-110,-64,-75,-56,-34,-421
11,3,-8,-26,-58,-35,-18,-8,-139
21,-3,-30,-52,-26,-39,-47,9,-167
-1,24,-7,-83,-34,-65,-23,-9,-198
-8,-12,-23,-33,-48,-5,-41,-2,-172
24,13,7,7,-46,2,-6,-14,-13
-10,1,-5,-50,-41,-12,-23,11,-129
-15,12,-16,-33,-25,-18,-26,1,-120
11,-1,-10,-9,-36,-23,-14,2,-80
-42,30,-32,-59,-25,17,-22,4,-129
-11,4,-16,-53,-60,-44,-17,8,-189
-27,-18,-37,-96,-64,-44,-46,-12,-344
-17,29,-54,-113,-74,-65,-108,-57,-459
10,-29,-15,-22,-94,-60,-63,-23,-296
4,-5,-20,-72,-84,-92,-64,-25,-358
-1,-12,-41,-110,-118,-118,-78,-86,-564
-41,3,-74,-83,-68,-22,-81,-8,-374
34,4,-19,-64,-99,-98,-71,-54,-367
5,-8,-3,-25,-70,-42,-34,-20,-197
4,-32,-15,-35,-121,-56,-45,-32,-332
-18,-2,-11,-54,-91,-30,-32,46,-192
-4,-32,-28,-84,-125,-45,-72,23,-367
3,3,-9,-32,-53,-29,-38,-4,-159
-20,-3,-43,-72,-78,-72,-76,-3,-367
-7,-21,-12,-61,-89,-61,-49,-23,-323
-20,-20,-41,-56,-63,-26,-54,0,-280
-19,-13,-48,-60,-55,-24,-53,-34,-306
66,-5,40,39,-73,23,-60,85,115
-1,14,-25,-60,-74,-69,-50,-47,-312
27,1,-36,-73,-155,-139,-76,-100,-551
1,-38,-13,-58,-90,-66,-54,-18,-336
8,-10,-21,-50,-181,-136,-122,-18,-530
-7,-21,-23,-37,-80,-51,-51,-24,-294
-37,5,-50,-120,-99,-106,-93,12,-488
-37,17,-53,-107,-90,-41,-81,-12,-404
-23,7,-13,-53,-49,-37,-27,7,-188
7,-7,-23,-17,-61,-49,-52,0,-202
-63,4,-137,-165,-108,-126,-153,-6,-754
9,-25,-11,-29,-106,-13,-31,14,-192
-4,-11,-39,-21,-32,-22,-21,-22,-172
8,4,16,-66,-162,-65,-72,10,-327
-1,5,-24,-22,-40,-22,-38,-16,-158
-49,-36,-78,-171,-175,-85,-119,-20,-733
-4,3,-20,-32,-49,-39,-29,-19,-189
-38,-6,-39,-88,-71,-22,-42,2,-304
-34,-54,-36,-64,-98,-57,-52,-9,-404
4,-16,-17,-18,-57,-51,-37,-9,-201
-23,-19,-28,-67,-73,-20,-39,-15,-284
-17,12,-48,-119,-118,-71,-115,24,-452
-6,-8,-10,-32,-54,-45,-32,-11,-198
-15,-11,-14,-36,-54,-23,-20,2,-171
10,9,-22,-52,-111,-90,-60,-39,-355
-40,-6,-42,-85,-33,-17,-29,-7,-259
-32,12,-40,-45,-38,-11,-19,24,-149
-18,0,-24,-43,-28,-21,-28,-10,-172
-21,-3,-36,-63,-57,-26,-26,-24,-256
-6,27,-16,-46,-44,-25,-48,-10,-168
-5,-4,-26,-33,-71,-20,-50,-10,-219
-17,23,-18,-72,-51,-46,-49,32,-198
39,27,34,-16,-112,-3,-38,51,-18
-3,20,-33,-59,-128,-80,-65,-36,-384
-13,6,-25,-47,-28,-33,-28,1,-167
35,-16,21,-11,-13,-6,-42,23,-9
5,30,-5,-22,-42,-25,-46,-18,-123
15,-23,-32,-60,-137,-117,-104,-65,-523
-40,6,-31,-83,-24,-20,-35,12,-215
141,87,29,-33,-160,-160,-129,37,-188
-5,11,-21,-77,-64,-35,-50,-6,-247
-1,12,-20,-11,-82,-16,-44,18,-144
20,2,-9,-24,-63,-45,-37,-31,-187
-8,31,-13,-69,-26,-39,-52,-12,-188
0,12,-1,-31,-52,-25,-33,-3,-133
-13,-7,-17,-35,-34,-33,-28,4,-163
8,14,-4,-42,6,-3,-24,17,-28
-26,-1,-26,-43,-37,-28,-31,15,-177
43,-17,-3,5,-110,-36,-32,-18,-168
-1,23,-28,-46,-44,-32,-53,-34,-215
-31,-15,-65,-123,-146,-78,-79,-84,-621
16,-5,16,-22,-58,-29,-24,-4,-110
-31,-18,-26,-59,-25,11,-10,-5,-163
-41,-14,-47,-98,-95,-57,-64,-44,-460
-21,2,-21,-42,-25,-20,-28,14,-141
8,5,-5,-29,-69,-49,-34,-2,-175
-20,11,-25,-46,-40,-23,-39,-25,-207
-1,-3,-12,-14,-35,-28,-29,-13,-135
1,4,-4,-27,-16,-15,-4,-6,-67
-5,23,-16,-32,-53,3,-49,52,-77
-22,8,-37,-110,-80,-50,-42,-30,-363
30,1,-7,-38,-45,-50,-37,18,-128
-26,12,-38,-86,-52,-45,-39,-30,-304
-19,7,-21,-93,-56,-51,-50,-20,-303
-4,2,0,-31,-15,7,-23,13,-51
-14,-17,-12,-22,-34,-20,-21,9,-131
-12,14,-46,-73,-69,-54,-62,-23,-325
4,42,-4,-47,-13,-24,-6,44,-4
17,4,-11,-55,-82,-71,-51,-35,-284
-28,-16,-19,-33,-39,-6,-19,9,-151
-28,3,-33,-43,-22,-18,-27,-8,-176
-16,-9,-19,-58,-88,-64,-46,-36,-336
-9,29,-21,-75,-42,-38,-45,-18,-219
-20,-4,-20,-54,-40,-20,-39,-12,-209
-10,-4,-15,-35,-42,-28,-20,24,-130
-6,28,-13,-47,-61,-12,-25,6,-130
-19,26,-28,-82,-54,-41,-47,-5,-250
14,-10,-19,-31,-86,-83,-44,-16,-275
24,11,0,-25,-56,-48,-13,-19,-126
10,-11,-18,-41,-88,-66,-53,-5,-272
-3,-6,-44,-75,-97,-74,-82,-36,-417
-17,15,-65,-86,-87,-49,-56,-9,-354
-24,11,-38,-83,-63,-18,-45,-39,-299
-17,2,-28,-111,-131,-46,-80,12,-399
-32,9,-45,-100,-57,-46,-69,-23,-363
49,6,-41,-56,-155,-120,-77,-55,-449
34,39,-38,-86,-111,-108,-86,-65,-421
-21,-12,-28,-73,-84,-65,-46,-33,-362
-15,-33,-95,-235,-273,-237,-164,-113,-1165
-50,-4,-43,-91,-89,-32,-53,3,-359
12,-4,-9,-18,-58,-28,-31,-19,-155
-20,-11,-36,-46,-22,-21,-29,-20,-205
-33,-13,-27,-91,-45,-18,-35,0,-262
-53,-30,-54,-88,-61,-55,-64,-1,-406
