protein-water,protein-carbon,hydrogen bond (long-range),pi-pi (long-range),disorder (long),K-Beta similarity,disorder (short),electrostatic (short-range),8-feature sum
-12,-15,-24,-27,-39,-52,-4,18,-155
37,4,-31,-3,-79,-73,2,9,-134
-26,16,-119,-82,-186,-102,3,109,-387
13,12,-32,2,-37,-42,-1,28,-57
27,18,-45,-47,-71,-100,-27,55,-190
11,5,-40,-21,-58,-32,-3,50,-88
-7,-8,-42,-23,-61,-52,-7,35,-165
2,9,-37,-54,-71,-71,-4,39,-187
18,38,-25,-12,-51,-61,14,56,-23
17,17,-28,-35,-74,-72,5,53,-117
1,22,-38,-34,-40,-27,-1,39,-78
31,27,-23,-30,-50,-61,-29,40,-95
11,20,-55,-41,-99,-130,-10,80,-224
16,8,-82,-66,-119,-109,-15,57,-310
-9,-20,-73,-59,-111,-92,-7,44,-327
1,-15,-24,-48,-31,-29,-7,24,-129
20,12,-68,-42,-106,-109,-21,60,-254
5,11,-17,-21,-46,-35,-7,24,-86
-31,17,-56,-41,-94,-86,-36,94,-233
18,19,-54,-22,-84,-91,-3,58,-159
52,18,-73,-11,-157,-78,37,68,-144
13,1,-30,-35,-79,-47,-10,55,-132
2,7,-45,-45,-114,-40,-8,67,-176
19,13,-39,-1,-108,-54,11,39,-120
9,2,-35,-41,-78,-86,-15,58,-186
18,-24,-54,-67,-82,-91,-21,56,-265
27,34,-47,-8,-64,-79,-22,32,-127
-1,11,-31,-37,-45,-39,3,42,-97
-8,-8,-48,-6,-107,-32,-13,66,-156
66,13,-83,-5,-146,-159,-38,76,-276
27,6,-17,-23,0,-49,2,35,-19
8,-16,-55,-22,-80,-82,1,49,-197
3,31,-28,-30,-24,-41,-4,31,-62
61,8,-61,-19,-128,-113,-48,89,-211
9,5,-25,-9,-27,-24,9,23,-39
25,27,-22,-20,-46,-47,16,67,0
2,3,-47,-45,-96,-103,-32,54,-264
29,35,-71,-80,-80,-66,35,97,-101
49,-2,-79,-54,-203,-171,6,131,-323
25,5,-32,-25,-46,-72,-28,27,-146
10,-2,-39,-37,-60,-70,-2,21,-179
3,3,-24,-11,-33,-49,-13,40,-84
17,7,-53,-29,-95,-48,3,23,-175
12,5,-7,-18,-15,2,9,27,15
9,10,-27,-15,-26,-28,11,36,-30
-10,-17,-18,-18,-34,-25,3,26,-93
5,-4,-26,-20,-56,-38,-10,52,-97
12,17,-22,-15,-40,13,-1,39,3
32,9,-30,-13,-63,-74,-5,34,-110
8,3,-27,-20,-42,-46,-36,32,-128
-3,8,-23,-10,-55,-82,-25,41,-149
11,36,-21,-26,-11,-22,6,43,16
-11,5,-15,-15,-31,-35,-1,12,-91
-3,16,-17,-28,-18,-38,-17,53,-52
30,12,-32,-20,-86,-65,-14,15,-160
54,25,-79,-46,-159,-108,-3,87,-229
36,28,-47,-36,-74,-95,0,46,-142
-2,8,-6,-19,-33,15,13,42,18
-32,2,-67,-49,-111,-45,-11,68,-245
56,7,-77,14,-179,-158,6,87,-244
35,13,-23,-3,-49,-29,8,27,-21
31,59,-38,-38,-55,-79,-3,77,-46
-6,3,-51,-40,-56,-29,17,24,-138
-4,-13,-33,-20,-33,-48,-5,22,-134
1,-29,-59,-42,-77,-35,14,28,-199
19,35,-17,-32,-37,-73,-17,56,-66
9,6,-50,-26,-64,-36,0,46,-115
37,22,-37,7,-79,-73,-5,28,-100
20,17,-7,-10,-12,-40,0,33,1
39,16,-31,-24,-5,-43,1,54,7
40,14,-39,-21,-133,-47,15,70,-101
9,20,-12,-12,-40,-48,-8,16,-75
12,-5,-16,-10,-66,-76,-34,37,-158
23,39,-51,-29,-106,-58,17,83,-82
39,3,-12,-9,-20,-45,-10,15,-39
24,-8,-7,-16,-44,-39,-15,55,-50
16,-21,-82,-32,-119,-79,-14,25,-306
28,-6,-45,-17,-143,-143,-50,93,-283
22,7,-38,-19,-87,-94,-1,72,-138
7,10,-14,-10,-42,-19,10,27,-31
32,9,-66,-9,-75,-53,-1,35,-128
39,28,-89,-73,-127,-193,-43,158,-300
56,-19,-43,13,-121,-71,-12,55,-142
-11,30,-96,-41,-116,-76,-6,53,-263
63,17,-70,-35,-99,-138,9,106,-147
17,3,-9,-14,-41,-27,-5,46,-30
1,-10,-49,-4,-94,-56,10,29,-173
30,36,-50,-28,-116,-60,-14,121,-81
2,-6,-42,-35,-85,-52,-35,81,-172
66,18,-18,11,-79,-102,-10,123,9
21,0,-39,-48,-15,-49,-11,20,-121
31,34,-19,-6,-20,-54,-10,54,10
4,12,-52,-51,-103,-58,-19,57,-210
8,54,-15,-46,-15,-137,-35,78,-108
-12,26,-19,-10,-21,-41,-13,43,-47
37,15,-66,-17,-146,-110,2,72,-213
53,29,-50,-33,-130,-170,-90,131,-260
0,15,-9,-7,-92,-25,-15,74,-59
24,4,-37,-10,-58,-63,0,64,-76
6,-23,-63,-68,-144,-62,0,61,-293
-2,22,-1,-26,-14,11,8,45,43
4,-12,-60,-49,-76,-77,-13,45,-238
-10,16,-20,2,-43,-45,-13,53,-60
21,29,-20,-10,-69,-50,-2,63,-38
-11,24,-34,-26,-36,-43,-16,46,-96
8,6,-30,-25,-56,-55,-17,56,-113
77,21,-8,27,-73,-113,3,139,73
44,33,-48,-24,-95,-60,-3,95,-58
17,25,-28,-37,-40,-61,-9,35,-98
-13,-15,-21,-2,-55,-34,-3,32,-111
79,12,-41,-20,-150,-128,-45,157,-136
-2,33,-46,-39,-86,-92,-8,71,-169
22,5,-18,-24,-57,-48,7,39,-74
10,19,-27,-16,-64,-57,-4,37,-102
22,27,-19,-13,-3,-46,-2,52,18
34,-35,8,37,-47,-23,-27,80,27
21,11,-12,-22,-13,-43,3,35,-20
24,7,-2,-22,-48,-31,19,67,14
70,-8,-87,-13,-240,-199,12,116,-349
19,-12,-46,-13,-61,-49,-8,58,-112
10,-24,-21,10,-62,-20,-3,47,-63
5,-5,-18,-4,-28,-44,-12,21,-85
10,3,-17,-15,-33,-45,-3,22,-78
15,-2,-74,3,-105,-77,-39,87,-192
58,42,-89,-33,-187,-205,-36,69,-381
33,26,-8,-35,-59,-79,-15,88,-49
32,10,-32,-5,-51,-69,1,39,-75
28,28,-13,0,-55,-57,-21,80,-10
36,18,-30,-10,-59,-87,12,74,-46
-7,26,-24,-35,-1,-49,-6,21,-75
3,12,-42,-47,-112,-72,1,92,-165
71,34,-25,-39,-67,-104,14,51,-65
1,-9,-23,-19,-41,-41,-14,22,-124
22,3,-12,-12,-28,-31,1,43,-14
11,4,-58,-68,-138,-169,-21,58,-381
35,20,-64,-16,-67,-71,14,58,-91
34,-24,-6,1,-32,-48,-16,27,-64
26,4,9,-19,-39,-69,-11,43,-56
62,67,-31,4,-81,-91,17,62,9
13,37,-23,-12,-56,-76,-12,51,-78
30,-4,-40,-68,-97,-126,-18,57,-266
49,-15,-56,-35,-105,-130,-43,135,-200
38,22,-15,-21,-28,-57,-9,39,-31
24,4,-10,29,-37,-49,-17,37,-19
10,4,-20,-26,-26,-23,7,14,-60
17,23,-43,-3,-59,-45,-12,81,-41
54,-14,-82,-46,-199,-131,-27,115,-330
-5,-9,-37,-31,-64,-12,-3,40,-121
1,16,-16,-24,-33,-26,7,46,-29
13,29,-39,-4,-39,-28,11,45,-12
13,-7,-31,-47,-36,-50,-13,47,-124
12,3,-18,-5,-49,-21,5,45,-28
3,8,-11,-28,-34,-32,-15,26,-83
28,35,-37,-20,-81,-128,0,70,-133
18,15,-36,-25,-55,-42,0,48,-77
5,49,-35,-37,-79,-57,-11,62,-103
3,19,-18,-31,-34,-8,-2,61,-10
10,-9,-51,-19,-118,-87,-2,38,-238
17,6,-48,-46,-91,-56,26,60,-132
-4,4,-10,-28,-38,-25,-4,15,-90
35,-22,-65,-76,-87,-105,-29,61,-288
21,22,-40,2,-80,-31,18,63,-25
3,15,-81,-21,-91,-43,1,43,-174
31,1,-49,-46,-59,-97,-24,96,-147
22,31,-98,-52,-253,-157,47,136,-324
-3,50,-87,-89,-173,-154,-20,127,-349
4,22,-21,14,-54,-58,-8,36,-65
13,-3,-27,-23,-43,-25,-5,40,-73
1,4,-37,-15,-51,-45,0,22,-121
27,11,-42,-44,-147,-101,-5,39,-262
45,52,-56,-56,-118,-207,-51,143,-248
31,26,-25,4,-61,-42,-3,96,26
17,11,-42,-22,-81,-62,-4,89,-94
34,26,-3,-27,0,-81,-12,41,-22
34,11,-27,-23,-82,-69,11,57,-88
33,50,-88,-103,-139,-174,-9,154,-276
26,20,-14,-13,-44,-53,-17,74,-21
17,15,-16,-6,-9,-36,-1,33,-3
25,12,-25,-19,-68,-72,-10,18,-139
-1,-10,-22,-27,-32,-53,-10,31,-124
-7,4,-22,-20,-29,-32,-17,33,-90
4,-7,-46,-59,-80,-125,-28,67,-274
23,-43,-91,-54,-114,-148,-74,87,-414
31,30,9,-24,-27,-89,-29,45,-54
10,-8,-17,-58,-40,-63,-29,12,-193
23,27,-36,-40,-80,-95,15,52,-134
54,16,-102,-36,-224,-135,-4,74,-357
68,38,-24,-52,-77,-147,-10,47,-157
17,-14,-7,-16,-27,-48,-5,41,-59
9,44,-9,-23,-21,-51,7,20,-24
24,-12,-36,-21,-88,-100,-3,48,-188
24,45,1,-22,-19,-40,-3,54,40
2,13,-22,-10,-26,-7,20,45,15
38,50,-3,-6,-34,-123,-34,115,3
38,0,-68,-74,-80,-165,-54,128,-275
51,-15,-24,-45,-32,-78,-1,100,-44
5,17,-56,-57,-68,-98,3,89,-165
87,-3,-32,94,-222,-138,-24,137,-101
59,26,-49,-30,-67,-74,-50,83,-102
21,66,-133,-94,-220,-344,-88,182,-610
49,-10,-67,4,-77,-93,-2,35,-161
13,-4,-31,-20,-64,-22,5,41,-82
1,9,-30,-32,-34,-33,0,38,-81
5,36,-11,-34,1,-16,17,28,26
-9,30,-26,-36,-43,-46,-10,54,-86
60,9,-72,-16,-232,-162,-5,113,-305
23,68,-45,-47,-105,-100,5,45,-156
-10,30,-35,-43,-46,-62,-23,26,-163
16,-4,-20,-48,-60,-98,-25,107,-132
6,-8,-13,-28,-33,-34,-18,32,-96
7,0,-38,-32,-52,-50,-3,59,-109
27,-8,-28,2,-81,-67,-7,31,-131
-59,-58,-90,-42,-122,-121,-57,75,-474
83,-1,-26,-19,-83,-92,13,125,0
53,37,-54,-40,-77,-29,-4,89,-25
47,50,-34,-20,-68,-28,4,86,37
70,53,-107,-10,-164,-107,26,131,-108
56,67,-86,-92,-166,-167,-9,159,-238
38,24,-41,-47,-56,-61,-9,74,-78
20,-4,-44,-38,-41,-103,-18,50,-178
20,-22,-43,-17,-77,-65,-12,26,-190
6,4,-15,-29,-46,-39,-6,24,-101
23,9,-44,-48,-106,-31,-8,88,-117
19,34,-13,0,-43,-30,3,18,-12
26,40,-69,-28,-102,-91,-30,118,-136
1,6,-77,-19,-156,-71,10,59,-247
-7,-5,-59,-50,-106,-63,-3,19,-274
21,40,-19,-16,-35,-8,19,71,73
16,13,-43,19,-72,-73,-5,32,-113
17,-2,-54,-27,-106,-79,20,52,-179
0,8,-32,-40,-40,-68,-17,29,-160
-4,9,-38,-24,-29,-54,-16,44,-112
14,0,-121,-97,-174,-100,-2,60,-420
-2,16,-43,-23,-48,-20,2,21,-97
4,12,-43,-15,-68,-29,1,45,-93
16,16,-37,-17,-56,-80,-20,19,-159
-9,-20,-48,-26,-74,-17,-20,22,-192
9,25,-36,-5,-63,-93,-11,28,-146
14,-16,-51,-28,-88,-90,-17,37,-239
-10,-1,-26,-22,-54,-99,-52,67,-197
21,26,-15,15,-61,-97,7,18,-86
6,3,-45,-50,-41,-54,-15,10,-186
40,35,-70,4,-101,-179,-8,58,-221
29,21,-51,17,-91,-76,3,64,-84
10,8,-23,-32,-50,-5,3,72,-17
-13,21,-49,-56,-60,-52,-22,30,-201
32,38,-50,-57,-95,-115,-6,62,-191
-2,8,-64,-51,-125,-109,-5,104,-244
24,5,-30,-10,-78,-69,-25,56,-127
11,6,-14,3,-12,-53,1,49,-9
6,10,-84,-15,-137,-50,-9,51,-228
-23,-20,-48,-46,-89,-74,-25,36,-289
5,-43,-42,-37,-117,-105,-9,69,-279
-3,10,-11,-3,-16,-31,9,32,-13
-14,37,26,8,0,-23,-7,46,73
67,47,-14,-12,-153,-51,-4,217,97
29,30,-80,-22,-134,-39,9,113,-94
39,-8,-61,-16,-133,-108,-7,53,-241
-3,14,-51,-55,-105,-55,6,43,-206
24,12,-44,-19,-113,-42,-17,104,-95
6,5,-32,-14,-42,-36,-3,35,-81
-4,-9,-58,-16,-108,-54,23,36,-190
23,1,-20,-2,-41,-45,19,3,-62
22,17,-50,-15,-84,-79,0,33,-156
41,-3,-31,-16,-104,-107,-21,15,-226
-11,20,-21,-42,-49,-59,-11,31,-142
16,-6,-81,-56,-143,-118,2,38,-348
11,11,-26,-34,-35,-77,-25,20,-155
-12,47,-12,-19,-31,-97,-19,17,-126
26,13,-21,-11,-67,-53,-20,44,-89
31,12,-37,-16,-70,-28,15,60,-33
15,-2,-67,-14,-104,-69,-12,57,-196
80,-6,-72,-48,-120,-129,0,117,-178
20,5,-3,-6,-45,-42,-11,33,-49
-23,-14,-65,-34,-67,-46,-26,13,-262
20,22,-54,-38,-60,-89,-13,96,-116
-48,-17,-54,-47,-67,-46,-28,37,-270
37,30,-45,-24,-83,-85,16,37,-117
9,45,-62,-61,-116,-134,-49,193,-175
-9,9,-185,-126,-263,-199,-62,193,-642
55,9,-66,-33,-128,-171,-30,91,-273
26,-19,-4,18,-34,-21,-5,58,19
-15,13,-62,-53,-83,-77,3,75,-199
-26,-33,-89,-52,-114,-60,-3,27,-350
-1,2,-63,-26,-90,-67,-4,38,-211
62,19,-31,69,-224,-50,-26,119,-62
-31,-10,-57,-57,-72,-45,-20,31,-261
58,25,-63,15,-178,-111,24,84,-146
25,9,-19,-10,-32,-18,3,48,6
13,13,-30,17,-109,-110,-32,90,-148
1,21,-30,-23,-40,-33,6,23,-75
49,-39,-68,-30,-132,-93,-7,62,-258
-6,5,-40,-13,-83,-78,-17,50,-182
49,12,-21,-22,-61,-65,-6,40,-74
21,9,-47,0,-101,-101,-12,39,-192
33,31,-59,-67,-104,-120,4,41,-241
27,-2,-43,-31,-160,-101,-20,66,-264
-11,30,-29,-35,-56,-49,-37,36,-151
21,3,-34,-14,-51,-39,8,35,-71
38,1,-7,22,-55,-65,-19,71,-14
-40,8,-87,-152,-151,-101,-8,105,-426
0,41,-63,-69,-40,-96,-31,48,-210
12,-19,-35,17,-93,-54,-2,44,-130
-6,-1,-61,-53,-95,-59,-9,52,-232
51,19,-30,-60,-26,-142,-10,88,-110
36,18,-13,4,-37,-36,4,10,-14
-9,-12,-19,-8,-36,-68,-19,44,-127
24,-7,-34,-22,-50,-58,-33,14,-166
-11,14,-70,-84,-98,-79,15,51,-262
15,22,-53,-40,-37,-84,12,50,-115
64,26,-62,-19,-130,-96,21,44,-152
-2,20,-15,-20,-41,-41,-14,20,-93
11,23,-37,-25,-56,-65,-16,52,-113
10,27,-33,-42,-70,-71,-2,56,-125
-5,19,-2,-11,-38,-8,-13,44,-14
3,11,7,-16,-41,-46,-13,61,-34
17,-18,-15,-13,-79,-46,-11,56,-109
-1,-29,-109,-70,-142,-108,-57,111,-405
3,74,-38,-37,-96,-56,23,106,-21
-34,-5,-67,-43,-56,-73,-8,41,-245
48,22,-42,5,-58,-38,12,31,-20
64,52,-41,-14,-153,-137,37,58,-134
45,55,-49,-32,-125,-178,-6,42,-248
23,-16,-51,-28,-94,-71,-13,50,-200
9,20,-16,-3,-38,-39,2,59,-6
11,29,-23,-22,-2,-35,17,17,-8
8,22,-43,-25,-113,-61,-3,46,-169
20,27,-75,-48,-99,-84,-41,99,-201
66,49,-21,-23,-51,-49,12,125,108
-9,9,-93,-89,-196,-155,-59,129,-463
13,28,-30,-13,-53,-45,-4,45,-59
-7,-7,-29,-22,-39,-45,-15,41,-123
-8,26,-53,-29,-96,-63,-31,53,-201
-23,-1,-41,-38,-35,-42,-33,7,-206
5,16,-32,-18,-77,-66,8,49,-115
0,-6,-39,-32,-73,-62,-28,51,-189
36,-26,-16,-32,-70,-70,0,50,-128
14,-42,-58,-6,-156,-117,-17,52,-330
3,6,-34,-14,-43,-80,-32,25,-169
-10,11,-35,-20,-65,-17,-8,46,-98
12,51,-34,-38,-37,-34,12,61,-7
12,16,-35,-59,-71,-51,4,69,-115
-1,16,-23,-29,-12,-57,-18,29,-95
16,15,-47,-12,-59,-63,-19,17,-152
18,14,-35,-29,-106,-54,34,84,-74
18,16,-29,-4,-101,-28,6,75,-47
34,25,-36,-7,-86,-56,2,50,-74
12,34,-13,-44,-40,-97,-21,56,-113
19,14,-31,-3,-41,-34,17,33,-26
61,12,-41,-20,-41,-105,-2,71,-65
3,49,3,-32,-5,-33,6,45,36
4,-11,-41,-17,-47,-34,-20,34,-132
19,10,-24,4,-44,-19,5,37,-12
21,18,-24,-27,-15,-27,6,34,-14
19,20,-15,-14,-23,-40,-4,34,-23
30,7,-28,-4,-30,-37,5,16,-41
3,23,-39,-31,-68,4,-12,55,-65
33,12,-19,-25,-53,-49,-14,40,-75
11,4,-38,-41,-58,-69,-6,57,-140
-2,25,-27,-2,-101,-110,-27,72,-172
11,-29,-33,-3,-106,-67,-11,46,-192
40,32,-10,-35,-60,-78,2,69,-40
49,42,-44,-32,-107,-127,-13,70,-162
-56,-10,-47,-33,-60,-85,-65,53,-303
21,12,-37,-21,-81,-85,-8,53,-146
19,5,-31,-23,-57,-34,11,9,-101
11,-19,-49,-48,-93,-68,9,28,-229
6,1,-23,-49,-54,-40,-2,44,-117
6,-18,-15,-59,-70,-97,-1,69,-185
16,26,-35,-1,-43,-53,8,46,-36
5,12,-47,-25,-87,-76,-8,69,-157
14,2,-14,-38,-73,-62,-11,37,-145
11,-5,-53,-23,-48,-67,-3,42,-146
-5,-1,-61,-36,-35,-70,-28,22,-214
18,-27,22,56,-114,-16,-15,134,58
19,19,-23,2,-78,-82,-16,34,-125
24,12,-40,-12,-126,-108,1,44,-205
8,-32,-17,-45,-72,-66,-19,42,-201
34,11,-54,-15,-171,-100,-12,96,-211
0,-14,-37,-11,-67,-53,-9,39,-152
29,54,-24,-72,-90,-117,-23,124,-119
21,36,-55,-42,-88,-115,-54,75,-222
-5,11,-20,-39,-40,-22,-6,22,-99
34,-8,-20,-4,-65,-87,-25,58,-117
11,-2,-86,-19,-104,-198,-74,138,-334
16,-22,-53,-26,-91,-50,20,62,-144
6,-22,-40,-10,-33,-66,-15,27,-153
20,24,-36,-66,-111,-55,1,72,-151
10,-4,-40,-12,-52,-51,-21,34,-136
51,33,-86,-90,-150,-159,-25,153,-273
1,11,-25,-16,-41,-46,-5,17,-104
2,3,-56,-52,-71,-57,-6,49,-188
7,-26,-46,-47,-52,-83,-22,21,-248
35,14,-16,-18,-34,-84,0,15,-88
14,-3,-49,-36,-52,-71,-6,37,-166
27,10,-85,-43,-98,-136,-30,90,-265
1,4,-21,-22,-29,-50,-1,22,-96
-6,0,-13,-23,-31,-36,-7,30,-86
46,4,-45,-8,-118,-100,-10,48,-183
10,4,-45,-50,-23,-67,-5,42,-134
17,0,-43,-26,-80,-53,-39,53,-171
2,0,-32,-30,-26,-48,-13,22,-125
-15,-2,-22,-36,-34,-29,5,30,-103
-8,16,-32,-13,-52,-46,-9,35,-109
14,7,-33,-22,-61,-54,-26,45,-130
43,42,-32,-19,-83,-56,-7,97,-15
30,16,-17,13,-135,-37,20,123,13
7,16,-60,-39,-111,-47,6,48,-180
2,10,-28,-18,-31,-42,-17,50,-74
28,4,26,16,-5,-14,-8,54,101
11,28,-19,17,-63,-45,-15,34,-52
50,-12,-55,-11,-111,-110,-9,14,-244
-4,26,-20,-30,-9,-45,2,46,-34
137,72,12,56,-165,-175,-71,197,63
30,37,-24,-40,-74,-58,-4,76,-57
6,2,-44,0,-101,-43,-8,46,-142
22,17,-26,-3,-43,-52,8,14,-63
14,53,-11,-20,-8,-46,-2,66,46
7,5,-15,-12,-42,-41,-16,38,-76
13,9,-24,-27,-31,-36,-8,28,-76
30,11,-4,-13,-20,-31,-24,52,1
-7,-7,-22,-18,-45,-42,-24,41,-124
56,-8,-52,15,-103,-62,10,50,-94
0,24,-30,-4,-48,-67,-21,36,-110
21,-9,-98,-61,-117,-140,0,63,-341
26,10,-4,-11,-42,-37,13,29,-16
14,5,-36,-30,-16,-43,-11,17,-100
-4,6,-42,-34,-82,-94,-25,23,-252
9,14,-18,-31,-17,-33,-2,32,-46
-5,4,-33,-34,-58,-32,5,30,-123
-27,35,-15,-12,-39,-37,-17,14,-98
11,3,-13,-8,-30,-44,-17,21,-77
20,14,-16,4,-25,-21,15,36,27
9,6,-2,-18,-64,-28,-24,72,-49
15,41,-37,-40,-73,-78,-12,73,-111
39,18,-14,-5,-40,-58,8,62,10
3,43,-7,-29,-48,-67,1,58,-46
8,37,-16,-30,-52,-68,-11,37,-95
1,13,-3,-19,-14,-12,-1,34,-1
3,-6,-17,-14,-34,-26,-3,19,-78
-2,37,-27,-1,-64,-68,-18,77,-66
26,34,-2,-1,-43,-27,3,67,57
18,22,0,-18,-24,-86,-11,34,-65
-5,0,-17,-23,-27,-11,10,28,-45
9,15,-24,-11,-26,-53,-4,41,-53
-1,-7,-37,-37,-70,-63,-18,-3,-236
13,40,-32,-16,-36,-61,5,51,-36
4,10,-28,-29,-26,-32,-5,17,-89
7,2,-26,-13,-42,-21,12,30,-51
-5,14,-19,-25,-58,-32,-20,40,-105
-2,27,-39,-39,-44,-63,-7,56,-111
45,14,-30,-50,-58,-80,2,48,-109
32,17,-13,-4,-33,-38,25,28,14
16,3,-23,-24,-75,-65,-10,37,-141
47,5,-57,-51,-107,-138,-32,31,-302
-6,18,-52,-29,-91,-51,-18,61,-168
-10,17,-34,-34,-45,-50,-31,21,-166
20,22,-57,-70,-109,-91,7,103,-175
-20,26,-52,-42,-59,-82,-15,48,-196
13,15,-58,-13,-132,-98,-4,73,-204
14,52,-36,-6,-85,-112,11,78,-84
9,23,-40,-43,-41,-70,-10,29,-143
82,24,-85,-107,-227,-300,-36,158,-491
-37,8,-56,-43,-96,-28,-5,64,-193
15,11,-29,-10,-36,-31,5,13,-62
11,-1,-22,-17,-11,-59,-17,38,-78
17,4,-20,-66,-21,-64,-15,48,-117
24,-8,-34,-42,-60,-115,-58,56,-237
-12,18,-48,-50,-35,-63,4,58,-128
-7,35,-65,-49,-73,-115,-10,79,-205
6,19,-43,-22,-40,-60,-4,24,-120
31,28,-37,-47,-63,-91,4,47,-128
10,-2,-33,-32,-89,-54,-1,50,-151
-3,5,-25,-31,-55,-53,-33,38,-157
26,13,-32,-31,-71,-86,5,71,-105
7,25,-4,18,-38,-50,2,52,12
10,5,-28,-10,-54,-79,-12,39,-129
5,23,-29,-13,-49,-70,-21,60,-94
32,-15,-71,-23,-92,-68,-4,56,-185
23,3,-55,-36,-89,-91,-5,96,-154
33,13,18,31,-47,-5,-3,57,97
-12,27,-36,-46,-36,-29,0,43,-89
-5,8,-19,-5,-26,-34,-3,28,-56
4,8,-25,-20,-57,-49,-3,28,-114
9,-6,-21,-24,-63,-84,-13,47,-155
7,-8,-15,-11,-30,-54,-4,38,-77
-15,13,-20,-22,-17,-38,-13,50,-62
19,20,-43,-36,-87,-85,-7,55,-164
23,45,-7,-12,-23,-54,8,53,33
-24,-20,-48,-4,-71,-121,-38,52,-274
9,12,-53,-14,-36,-66,-21,33,-136
-2,-12,-66,-37,-96,-88,-16,41,-276
18,-21,-20,-33,-39,-43,-19,15,-142
14,32,-22,-30,-74,-69,-17,66,-100
17,0,-49,-24,-122,-100,-18,46,-250
12,7,-44,-4,-74,-70,-17,77,-113
33,35,-4,-16,-13,-73,-9,64,17
17,-22,-74,-20,-134,-97,1,27,-302
9,7,-14,-22,-28,-25,-11,32,-52
28,21,-40,-17,-47,-44,8,54,-37
10,21,-1,-22,-20,-44,-12,23,-45
21,33,-51,-39,-29,-61,-5,61,-70
80,2,40,-5,-87,-132,12,108,18
11,-1,-19,22,-65,-35,7,47,-33
3,-8,-39,-14,-47,-64,-24,18,-175
11,24,-23,-8,-18,-12,20,16,10
39,66,-89,-72,-152,-201,-27,145,-291
25,45,-39,-40,-73,-54,13,53,-70
163,50,-152,-49,-213,-169,8,123,-239
30,16,-20,-37,-51,-76,-6,58,-86
-7,-8,-32,-23,-45,-30,-10,26,-129
3,21,-22,-11,-26,-32,17,27,-23
41,-36,-46,-29,-103,-100,-19,64,-228
5,4,-27,-12,-92,-60,-17,35,-164
9,37,-7,-7,-35,-28,14,40,23
0,14,-4,-30,-66,-67,1,60,-92
8,30,-3,-3,2,-21,10,35,58
-29,-4,-26,-28,-40,-40,-22,48,-141
6,15,-25,-36,-65,-32,4,47,-86
7,-9,-58,-49,-112,-144,-53,84,-334
20,7,-47,-19,-51,-58,-13,34,-127
13,6,-28,-20,-32,-66,0,40,-87
1,-8,-56,-43,-81,-67,-14,39,-229
13,44,-29,-23,-36,-55,4,90,8
14,3,-56,-21,-109,-114,-29,61,-251
22,24,-35,-6,-57,-85,-25,42,-120
-12,12,-14,-29,-45,-25,-9,39,-83
-2,-1,-31,-21,-40,-47,-18,35,-125
0,2,-17,-21,-25,-27,16,39,-33
18,-16,-58,-8,-99,-93,-13,46,-223
40,9,-38,-63,-128,-143,-31,54,-300
24,38,-22,-16,-97,-99,14,68,-90
17,-25,-52,-45,-115,-87,-22,74,-255
-3,14,-21,-7,-58,-18,-3,22,-74
-4,1,-29,-14,-47,-30,-20,39,-104
32,18,4,-21,-17,-37,17,29,25
-4,23,-9,-19,-26,-29,1,34,-29
1,13,-24,-39,-37,-8,-9,45,-58
25,-28,-81,-52,-103,-102,-1,30,-312
7,10,-13,-19,-33,-57,-22,60,-67
1,22,-16,-26,-28,-47,-14,23,-85
25,13,-52,-35,-107,-119,-13,97,-191
0,37,-54,-64,-66,-70,-15,56,-176
13,15,-17,-26,-43,-44,4,28,-70
5,-9,-39,-19,-53,-68,-17,24,-176
13,16,-19,-11,-37,-32,-13,39,-44
19,-14,-43,-22,-81,-82,-8,13,-218
28,10,-34,-46,-31,-42,4,19,-92
21,19,-6,-29,-27,-30,17,58,23
2,60,-74,-103,-127,-164,-20,63,-363
5,69,-53,-47,-89,-76,20,90,-81
12,7,-16,-5,-29,-18,7,22,-20
23,-4,-18,-27,-31,-40,1,28,-68
5,10,-45,-38,-82,-68,-15,89,-144
11,37,-76,-54,-100,-82,9,83,-172
11,0,-25,0,-48,-28,7,36,-47
8,1,-78,-25,-113,-103,-44,69,-285
-1,-1,-9,-22,-29,-51,-12,36,-89
21,17,-42,-24,-58,-58,13,102,-29
-5,-7,-64,-61,-51,-134,-37,72,-287
19,19,-12,4,-28,-73,-13,38,-46
33,-12,-8,-36,-48,-88,-20,73,-106
-9,17,-52,-32,-46,-49,-23,28,-166
58,39,-18,13,-125,-94,-32,148,-11
9,24,-42,-39,-31,-91,-3,45,-128
12,20,-55,-43,-81,-75,7,75,-140
71,11,-8,-12,-113,-104,-12,154,-13
17,10,-15,2,-30,-41,2,24,-31
22,46,-23,-62,-66,-81,-12,141,-35
-4,-17,-46,-34,-126,-60,-8,68,-227
15,26,-37,-31,-66,-71,-25,65,-124
12,-13,-36,-38,-85,-80,-27,39,-228
19,-17,-58,-36,-58,-78,-24,53,-199
-14,10,-31,-13,-52,-26,-11,35,-102
-3,18,-39,-25,-64,-29,-11,54,-99
3,20,-7,-33,-68,-7,12,88,8
23,11,-41,15,-91,-36,24,43,-52
15,9,-54,-4,-123,-62,6,72,-141
16,18,16,-10,-14,-1,-5,55,75
36,2,-57,-21,-103,-72,-8,61,-162
50,35,-48,-39,-69,-87,-17,83,-92
5,8,-10,-32,-46,-77,-40,76,-116
26,1,-38,-32,-59,-76,5,64,-109
